Day, Susceptible, Infected, Recovered, Dead, New Cases
1, 322999999, 1, 0, 0, 0
2, 322999999, 1, 0, 0, 0
3, 322999999, 1, 0, 0, 0
4, 322999999, 1, 0, 0, 0
5, 322999999, 1, 0, 0, 0
6, 322999999, 1, 0, 0, 0
7, 322999999, 1, 0, 0, 0
8, 322999998, 2, 0, 0, 1
9, 322999997, 3, 0, 0, 1
10, 322999997, 2, 1, 0, 0
11, 322999996, 3, 1, 0, 1
12, 322999995, 4, 1, 0, 1
13, 322999994, 5, 1, 0, 1
14, 322999993, 6, 1, 0, 1
15, 322999993, 6, 1, 0, 0
16, 322999989, 10, 1, 0, 4
17, 322999989, 10, 1, 0, 0
18, 322999986, 13, 1, 0, 3
19, 322999982, 17, 1, 0, 4
20, 322999976, 23, 1, 0, 6
21, 322999966, 33, 1, 0, 10
22, 322999963, 36, 1, 0, 3
23, 322999954, 44, 2, 0, 9
24, 322999943, 54, 3, 0, 11
25, 322999923, 74, 3, 0, 20
26, 322999905, 91, 4, 0, 18
27, 322999878, 117, 5, 0, 27
28, 322999852, 142, 6, 0, 26
29, 322999816, 177, 7, 0, 36
30, 322999767, 226, 7, 0, 49
31, 322999702, 287, 11, 0, 65
32, 322999627, 362, 11, 0, 75
33, 322999523, 463, 14, 0, 104
34, 322999410, 572, 17, 1, 113
35, 322999267, 709, 23, 1, 143
36, 322999103, 863, 33, 1, 164
37, 322998896, 1067, 36, 1, 207
38, 322998632, 1322, 45, 1, 264
39, 322998293, 1650, 56, 1, 339
40, 322997875, 2048, 75, 2, 418
41, 322997384, 2521, 93, 2, 491
42, 322996753, 3125, 120, 2, 631
43, 322996022, 3830, 146, 2, 731
44, 322995056, 4760, 181, 3, 966
45, 322993855, 5912, 229, 4, 1201
46, 322992415, 7287, 292, 6, 1440
47, 322990639, 8988, 367, 6, 1776
48, 322988484, 11039, 467, 10, 2155
49, 322985707, 13703, 578, 12, 2777
50, 322982337, 16930, 717, 16, 3370
51, 322978090, 21013, 881, 16, 4247
52, 322972958, 25938, 1086, 18, 5132
53, 322966591, 32041, 1344, 24, 6367
54, 322958606, 39687, 1679, 28, 7985
55, 322948956, 48919, 2090, 35, 9650
56, 322936943, 60441, 2573, 43, 12013
57, 322922064, 74689, 3189, 58, 14879
58, 322903582, 92440, 3906, 72, 18482
59, 322880586, 114470, 4852, 92, 22996
60, 322852671, 141184, 6024, 121, 27915
61, 322817603, 174812, 7438, 147, 35068
62, 322774522, 216117, 9183, 178, 43081
63, 322721170, 267314, 11299, 217, 53352
64, 322655125, 330582, 14015, 278, 66045
65, 322573330, 409007, 17317, 346, 81795
66, 322472355, 505735, 21479, 431, 100975
67, 322347342, 625616, 26504, 538, 125013
68, 322192838, 773753, 32744, 665, 154504
69, 322002273, 956333, 40601, 793, 190565
70, 321766055, 1182901, 50058, 986, 236218
71, 321475062, 1461881, 61850, 1207, 290993
72, 321114564, 1807500, 76451, 1485, 360498
73, 320670794, 2232788, 94552, 1866, 443770
74, 320122112, 2758474, 117133, 2281, 548682
