Day, Susceptible, Infected, Recovered, Dead, New Cases
1, 9900000, 100000, 0, 0, 0
2, 9879829, 112957, 7050, 164, 20171
3, 9856981, 129160, 13579, 280, 22848
4, 9830330, 149671, 19592, 407, 26651
5, 9799379, 174898, 25210, 513, 30951
6, 9762949, 206005, 30438, 608, 36430
7, 9720014, 244062, 35228, 696, 42935
8, 9674860, 258315, 65526, 1299, 45154
9, 9629616, 257906, 110288, 2190, 45244
10, 9585582, 253548, 157718, 3152, 44034
11, 9542136, 250119, 203680, 4065, 43446
12, 9499698, 246557, 248754, 4991, 42438
13, 9457414, 244431, 292242, 5913, 42284
14, 9415579, 242598, 335005, 6818, 41835
15, 9373897, 242311, 376105, 7687, 41682
16, 9332255, 242623, 416552, 8570, 41642
17, 9291954, 238157, 460409, 9480, 40301
18, 9252440, 233975, 503215, 10370, 39514
19, 9215801, 226729, 546190, 11280, 36639
20, 9178887, 220217, 588714, 12182, 36914
21, 9143296, 213459, 630198, 13047, 35591
22, 9108896, 205913, 671301, 13890, 34400
23, 9075958, 198133, 711209, 14700, 32938
24, 9044410, 190154, 749928, 15508, 31548
25, 9014353, 183264, 786192, 16191, 30057
26, 8985421, 176071, 821573, 16935, 28932
27, 8957649, 168859, 855802, 17690, 27772
28, 8931301, 161779, 888579, 18341, 26348
29, 8905910, 154781, 920310, 18999, 25391
30, 8883300, 146635, 950437, 19628, 22610
31, 8860704, 139523, 979540, 20233, 22596
32, 8839053, 132473, 1007676, 20798, 21651
33, 8818961, 125381, 1034309, 21349, 20092
34, 8799805, 118843, 1059505, 21847, 19156
35, 8781423, 112806, 1083418, 22353, 18382
36, 8763922, 108351, 1104945, 22782, 17501
37, 8747075, 103838, 1125860, 23227, 16847
38, 8731202, 98783, 1146367, 23648, 15873
39, 8716169, 93793, 1166006, 24032, 15033
40, 8702126, 88693, 1184769, 24412, 14043
41, 8688811, 83592, 1202796, 24801, 13315
42, 8677605, 77657, 1219580, 25158, 11206
43, 8665938, 72829, 1235745, 25488, 11667
44, 8655257, 68290, 1250708, 25745, 10681
45, 8644825, 64884, 1264243, 26048, 10432
46, 8635158, 61102, 1277410, 26330, 9667
47, 8626049, 57301, 1290066, 26584, 9109
48, 8617223, 54708, 1301247, 26822, 8826
49, 8609074, 51546, 1312345, 27035, 8149
50, 8601365, 48789, 1322612, 27234, 7709
51, 8594050, 46067, 1332435, 27448, 7315
52, 8587123, 43359, 1341900, 27618, 6927
53, 8580594, 40770, 1350827, 27809, 6529
54, 8574553, 38262, 1359198, 27987, 6041
55, 8568944, 35786, 1367119, 28151, 5609
56, 8563705, 33590, 1374392, 28313, 5239
57, 8558597, 31857, 1381093, 28453, 5108
58, 8553784, 29969, 1387665, 28582, 4813
59, 8549350, 28152, 1393812, 28686, 4434
60, 8545184, 26527, 1399491, 28798, 4166
61, 8541253, 25036, 1404811, 28900, 3931
62, 8537490, 23786, 1409702, 29022, 3763
63, 8534190, 22110, 1414561, 29139, 3300
64, 8530939, 20625, 1419210, 29226, 3251
65, 8528369, 18820, 1423512, 29299, 2570
66, 8525588, 17578, 1427454, 29380, 2781
67, 8522972, 16464, 1431102, 29462, 2616
68, 8520591, 15286, 1434583, 29540, 2381
69, 8518337, 14421, 1437636, 29606, 2254
70, 8516200, 13512, 1440621, 29667, 2137
71, 8514161, 12927, 1443189, 29723, 2039
72, 8512243, 12179, 1445789, 29789, 1918
73, 8510481, 11323, 1448355, 29841, 1762
74, 8508794, 10617, 1450702, 29887, 1687
75, 8507206, 9920, 1452944, 29930, 1588
76, 8505756, 9263, 1455015, 29966, 1450
77, 8504404, 8662, 1456934, 30000, 1352
78, 8503124, 8134, 1458701, 30041, 1280
79, 8501943, 7668, 1460311, 30078, 1181
80, 8500807, 7166, 1461916, 30111, 1136
81, 8499799, 6605, 1463446, 30150, 1008
82, 8498811, 6254, 1464764, 30171, 988
83, 8497898, 5800, 1466109, 30193, 913
84, 8497034, 5382, 1467365, 30219, 864
85, 8496205, 5091, 1468461, 30243, 829
86, 8495491, 4709, 1469525, 30275, 714
87, 8494775, 4498, 1470436, 30291, 716
88, 8494149, 4199, 1471339, 30313, 626
89, 8493564, 3884, 1472219, 30333, 585
90, 8493021, 3535, 1473099, 30345, 543
91, 8492516, 3277, 1473840, 30367, 505
92, 8492041, 3062, 1474514, 30383, 475
93, 8491610, 2818, 1475173, 30399, 431
94, 8491204, 2663, 1475720, 30413, 406
95, 8490792, 2534, 1476256, 30418, 412
96, 8490420, 2374, 1476779, 30427, 372
97, 8490057, 2233, 1477274, 30436, 363
98, 8489724, 2059, 1477775, 30442, 333
99, 8489429, 1899, 1478222, 30450, 295
100, 8489159, 1711, 1478672, 30458, 270
101, 8488914, 1603, 1479021, 30462, 245
102, 8488689, 1486, 1479356, 30469, 225
103, 8488462, 1389, 1479673, 30476, 227
104, 8488268, 1243, 1480007, 30482, 194
105, 8488091, 1124, 1480293, 30492, 177
106, 8487933, 1045, 1480526, 30496, 158
107, 8487786, 937, 1480773, 30504, 147
108, 8487650, 909, 1480934, 30507, 136
109, 8487517, 810, 1481160, 30513, 133
110, 8487400, 742, 1481342, 30516, 117
111, 8487285, 712, 1481485, 30518, 115
112, 8487178, 668, 1481633, 30521, 107
113, 8487092, 630, 1481753, 30525, 86
114, 8486985, 612, 1481874, 30529, 107
115, 8486886, 566, 1482013, 30535, 99
116, 8486807, 527, 1482129, 30537, 79
117, 8486736, 469, 1482257, 30538, 71
118, 8486681, 394, 1482384, 30541, 55
119, 8486619, 369, 1482469, 30543, 62
120, 8486561, 349, 1482547, 30543, 58
121, 8486516, 296, 1482643, 30545, 45
122, 8486457, 296, 1482701, 30546, 59
123, 8486414, 288, 1482751, 30547, 43
124, 8486366, 284, 1482803, 30547, 48
125, 8486324, 271, 1482856, 30549, 42
126, 8486290, 240, 1482919, 30551, 34
127, 8486247, 219, 1482983, 30551, 43
128, 8486220, 201, 1483027, 30552, 27
129, 8486189, 180, 1483078, 30553, 31
130, 8486158, 175, 1483111, 30556, 31
131, 8486127, 172, 1483143, 30558, 31
132, 8486105, 162, 1483174, 30559, 22
133, 8486081, 156, 1483204, 30559, 24
134, 8486058, 141, 1483242, 30559, 23
135, 8486039, 126, 1483276, 30559, 19
136, 8486023, 110, 1483308, 30559, 16
137, 8486008, 104, 1483329, 30559, 15
138, 8485990, 96, 1483355, 30559, 18
139, 8485976, 96, 1483368, 30560, 14
140, 8485961, 88, 1483391, 30560, 15
141, 8485944, 86, 1483410, 30560, 17
142, 8485938, 70, 1483432, 30560, 6
143, 8485932, 57, 1483451, 30560, 6
144, 8485927, 50, 1483463, 30560, 5
145, 8485921, 42, 1483477, 30560, 6
146, 8485915, 39, 1483486, 30560, 6
147, 8485909, 33, 1483498, 30560, 6
148, 8485905, 29, 1483506, 30560, 4
149, 8485903, 21, 1483516, 30560, 2
150, 8485898, 21, 1483521, 30560, 5
151, 8485896, 15, 1483528, 30561, 2
152, 8485894, 14, 1483531, 30561, 2
153, 8485894, 11, 1483534, 30561, 0
154, 8485892, 10, 1483537, 30561, 2
155, 8485892, 10, 1483537, 30561, 0
156, 8485889, 10, 1483540, 30561, 3
157, 8485888, 10, 1483541, 30561, 1
158, 8485888, 6, 1483545, 30561, 0
159, 8485886, 6, 1483547, 30561, 2
160, 8485885, 6, 1483548, 30561, 1
161, 8485885, 6, 1483548, 30561, 0
162, 8485885, 5, 1483549, 30561, 0
163, 8485885, 5, 1483549, 30561, 0
164, 8485885, 3, 1483551, 30561, 0
165, 8485885, 2, 1483552, 30561, 0
166, 8485885, 1, 1483553, 30561, 0
167, 8485885, 1, 1483553, 30561, 0
168, 8485885, 1, 1483553, 30561, 0
169, 8485885, 1, 1483553, 30561, 0
170, 8485885, 1, 1483553, 30561, 0
171, 8485885, 1, 1483553, 30561, 0
172, 8485884, 2, 1483553, 30561, 1
173, 8485883, 3, 1483553, 30561, 1
174, 8485882, 3, 1483554, 30561, 1
175, 8485882, 3, 1483554, 30561, 0
176, 8485882, 3, 1483554, 30561, 0
177, 8485879, 6, 1483554, 30561, 3
178, 8485879, 5, 1483555, 30561, 0
179, 8485879, 3, 1483557, 30561, 0
180, 8485879, 1, 1483559, 30561, 0
181, 8485879, 0, 1483560, 30561, 0
